"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2012年10月8日","61.28","61.04","61.41","60.64","2.72M","-0.24%"
"2012年10月5日","61.43","61.70","61.93","61.22","3.54M","0.26%"
"2012年10月4日","61.27","61.41","61.67","61.14","2.84M","0.51%"
"2012年10月3日","60.96","61.47","61.73","60.89","4.71M","-0.80%"
"2012年10月2日","61.45","61.21","61.56","60.89","4.42M","1.07%"
"2012年10月1日","60.80","60.37","61.30","60.10","4.55M","1.76%"
"2012年9月28日","59.75","59.84","60.15","59.32","3.05M","-0.81%"
"2012年9月27日","60.24","59.90","60.49","59.69","3.00M","1.35%"
"2012年9月26日","59.44","59.41","59.66","58.64","3.84M","0.22%"
"2012年9月25日","59.31","60.24","60.50","59.29","2.92M","-1.36%"
"2012年9月24日","60.13","60.15","60.33","59.60","2.29M","-0.64%"
"2012年9月21日","60.52","60.95","61.16","60.50","5.22M","-0.05%"
"2012年9月20日","60.55","60.75","60.95","60.25","3.42M","-1.19%"
"2012年9月19日","61.28","61.30","61.52","60.93","3.10M","-0.18%"
"2012年9月18日","61.39","61.63","61.80","60.93","3.27M","-0.53%"
"2012年9月17日","61.72","60.77","61.76","60.72","3.65M","1.15%"
"2012年9月14日","61.02","61.08","61.95","60.70","4.47M","-0.16%"
"2012年9月13日","61.12","59.85","61.25","59.43","3.86M","1.70%"
"2012年9月12日","60.10","59.89","60.28","59.64","2.58M","0.52%"
"2012年9月11日","59.79","59.72","60.17","59.48","3.08M","0.39%"
"2012年9月10日","59.56","59.77","59.85","59.47","3.04M","-0.57%"
"2012年9月7日","59.90","59.23","59.92","59.17","2.94M","1.49%"
"2012年9月6日","59.02","57.87","59.26","57.87","3.51M","2.88%"
"2012年9月5日","57.37","57.50","57.80","57.23","2.28M","-0.26%"
"2012年9月4日","57.52","58.48","58.50","57.16","2.82M","-1.59%"
"2012年8月31日","58.45","58.57","58.83","58.16","2.74M","0.59%"
"2012年8月30日","58.11","58.25","58.49","57.96","2.18M","-1.06%"
"2012年8月29日","58.73","58.76","58.77","58.24","2.00M","0.29%"
"2012年8月28日","58.56","58.22","58.78","58.11","3.21M","0.29%"
"2012年8月27日","58.39","58.49","58.76","58.08","1.80M","0.05%"
"2012年8月24日","58.36","58.20","58.54","57.66","3.09M","-0.21%"
"2012年8月23日","58.48","58.66","58.83","58.29","1.78M","-0.68%"
"2012年8月22日","58.88","59.09","59.17","58.60","2.18M","-0.39%"
"2012年8月21日","59.11","59.70","59.98","58.92","2.46M","-0.66%"
"2012年8月20日","59.50","59.35","59.63","59.25","2.24M","0.00%"
"2012年8月17日","59.50","58.97","59.56","58.60","3.40M","1.26%"
"2012年8月16日","58.76","58.11","59.01","58.05","2.66M","0.50%"
"2012年8月15日","58.47","58.40","58.62","58.20","1.70M","0.07%"
"2012年8月14日","58.43","58.87","58.96","58.17","1.92M","-0.48%"
"2012年8月13日","58.71","58.70","59.01","58.33","1.74M","-0.51%"
"2012年8月10日","59.01","58.70","59.03","58.44","1.82M","0.07%"
"2012年8月9日","58.97","58.83","59.21","58.63","1.89M","0.07%"
"2012年8月8日","58.93","58.28","59.11","58.17","2.75M","0.61%"
"2012年8月7日","58.57","59.00","59.45","58.50","3.91M","-0.12%"
"2012年8月6日","58.64","59.30","59.50","58.64","2.06M","-0.46%"
"2012年8月3日","58.91","58.45","59.14","58.40","2.77M","2.77%"
"2012年8月2日","57.32","57.60","57.66","56.70","3.19M","-1.17%"
"2012年8月1日","58.00","58.40","58.64","57.77","3.59M","-0.09%"
