"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年2月1日","205.18","204.65","205.35","203.84","3.37M","1.04%"
"2013年1月31日","203.07","203.32","204.47","202.96","3.09M","-0.22%"
"2013年1月30日","203.52","203.69","204.88","203.19","3.00M","-0.19%"
"2013年1月29日","203.90","204.34","205.73","203.64","3.62M","-0.50%"
"2013年1月28日","204.93","204.85","206.22","204.29","2.82M","-0.02%"
"2013年1月25日","204.97","204.45","205.18","204.13","3.36M","0.27%"
"2013年1月24日","204.42","203.91","205.06","203.08","4.45M","-0.15%"
"2013年1月23日","204.72","203.50","208.58","203.36","12.53M","4.41%"
"2013年1月22日","196.08","194.36","196.08","194.01","7.17M","0.83%"
"2013年1月18日","194.47","194.03","195.00","193.80","4.56M","0.42%"
"2013年1月17日","193.65","193.85","194.46","193.24","3.89M","0.55%"
"2013年1月16日","192.59","192.00","193.18","191.35","2.96M","0.05%"
"2013年1月15日","192.50","191.31","192.73","190.39","4.17M","-0.06%"
"2013年1月14日","192.62","192.82","193.28","191.75","4.17M","-0.94%"
"2013年1月11日","194.45","194.15","195.00","192.90","3.88M","0.81%"
"2013年1月10日","192.88","192.65","192.96","191.28","3.61M","0.29%"
"2013年1月9日","192.32","193.48","193.49","191.65","3.21M","-0.29%"
"2013年1月8日","192.87","192.92","193.30","191.60","3.03M","-0.14%"
"2013年1月7日","193.14","193.40","193.78","192.34","2.86M","-0.44%"
"2013年1月4日","193.99","194.19","194.46","192.78","3.38M","-0.66%"
"2013年1月3日","195.27","195.67","196.29","194.44","3.65M","-0.55%"
"2013年1月2日","196.35","194.09","196.35","193.80","4.23M","2.51%"
"2012年12月31日","191.55","189.23","191.68","188.84","4.69M","0.91%"
"2012年12月28日","189.83","191.11","192.22","189.83","3.54M","-1.49%"
"2012年12月27日","192.71","191.53","193.28","190.70","3.97M","0.40%"
"2012年12月26日","191.95","192.21","193.53","190.95","2.78M","-0.23%"
"2012年12月24日","192.40","193.05","193.83","192.02","1.63M","-0.53%"
"2012年12月21日","193.42","193.10","194.50","191.57","8.23M","-0.69%"
"2012年12月20日","194.77","194.47","194.95","193.16","4.18M","-0.16%"
"2012年12月19日","195.08","195.46","196.45","195.00","4.27M","-0.31%"
"2012年12月18日","195.69","193.85","195.92","193.84","4.13M","1.07%"
"2012年12月17日","193.62","191.76","193.91","191.76","3.79M","0.97%"
"2012年12月14日","191.76","191.69","193.40","191.26","3.83M","-0.12%"
"2012年12月13日","191.99","192.18","193.05","191.37","3.62M","-0.50%"
"2012年12月12日","192.95","194.60","194.75","192.46","4.24M","-0.64%"
"2012年12月11日","194.20","193.18","194.80","193.15","4.14M","0.82%"
"2012年12月10日","192.62","192.17","193.54","191.65","3.44M","0.35%"
"2012年12月7日","191.95","190.14","192.20","190.11","4.09M","1.19%"
"2012年12月6日","189.70","189.17","190.18","188.41","3.22M","0.56%"
"2012年12月5日","188.65","189.01","189.46","186.94","4.20M","-0.37%"
"2012年12月4日","189.36","189.71","190.75","189.02","3.99M","-0.06%"
"2012年12月3日","189.48","190.76","191.30","188.36","3.35M","-0.31%"
"2012年11月30日","190.07","191.75","192.00","189.50","4.94M","-0.76%"
"2012年11月29日","191.53","192.75","192.90","190.20","4.08M","-0.23%"
"2012年11月28日","191.98","190.98","192.04","189.27","3.60M","0.39%"
"2012年11月27日","191.23","192.08","193.05","191.00","3.29M","-0.86%"
"2012年11月26日","192.88","192.45","193.37","191.77","5.21M","-0.32%"
"2012年11月23日","193.49","191.00","193.49","190.80","3.88M","1.68%"
"2012年11月21日","190.29","189.30","190.89","188.95","5.19M","0.58%"
"2012年11月20日","189.20","189.88","190.11","188.25","3.17M","-0.60%"
"2012年11月19日","190.35","188.62","190.39","188.30","3.59M","1.82%"
"2012年11月16日","186.94","186.33","187.56","185.10","4.66M","0.59%"
"2012年11月15日","185.85","185.83","187.20","184.78","3.41M","0.18%"
"2012年11月14日","185.51","189.14","189.27","185.28","4.40M","-1.49%"
"2012年11月13日","188.32","188.39","190.88","188.25","3.41M","-0.49%"
"2012年11月12日","189.25","190.03","190.77","187.41","3.07M","-0.21%"
"2012年11月9日","189.64","189.85","191.64","188.88","3.67M","-0.24%"
"2012年11月8日","190.10","191.40","191.81","190.09","3.54M","-0.55%"
"2012年11月7日","191.16","193.36","193.68","191.16","4.75M","-2.00%"
"2012年11月6日","195.07","195.26","196.75","194.68","3.28M","0.48%"
"2012年11月5日","194.14","192.36","194.97","192.01","2.74M","0.37%"
"2012年11月2日","193.43","197.53","198.00","193.29","4.26M","-1.89%"
"2012年11月1日","197.15","194.68","197.89","194.55","3.76M","1.35%"
"2012年10月31日","194.53","194.80","196.41","193.63","6.05M","0.65%"
"2012年10月26日","193.27","191.49","193.87","191.47","4.01M","0.87%"
"2012年10月25日","191.60","191.41","192.44","190.71","3.25M","0.46%"
"2012年10月24日","190.72","192.44","193.29","190.56","3.74M","-0.28%"
"2012年10月23日","191.25","193.53","194.00","190.94","4.43M","-1.62%"
"2012年10月22日","194.40","193.71","194.68","192.44","4.40M","0.54%"
"2012年10月19日","193.36","195.29","196.08","193.18","6.62M","-0.82%"
"2012年10月18日","194.96","199.91","200.14","194.07","9.30M","-2.83%"
"2012年10月17日","200.63","201.21","203.41","198.55","12.68M","-4.91%"
"2012年10月16日","211.00","209.94","211.00","209.47","5.63M","0.99%"
"2012年10月15日","208.93","208.88","209.40","207.82","3.06M","0.54%"
"2012年10月12日","207.80","205.64","207.96","205.56","2.71M","0.99%"
"2012年10月11日","205.76","206.57","207.27","205.63","2.91M","-0.03%"
"2012年10月10日","205.82","207.82","208.23","205.05","4.03M","-1.04%"
"2012年10月9日","207.99","209.95","210.74","207.70","3.58M","-0.87%"
"2012年10月8日","209.82","210.02","210.64","209.21","1.98M","-0.37%"
"2012年10月5日","210.59","211.15","211.79","210.06","2.86M","0.10%"
"2012年10月4日","210.39","210.28","210.97","208.53","2.96M","-0.06%"
"2012年10月3日","210.51","209.94","211.31","209.30","3.19M","0.32%"
"2012年10月2日","209.84","210.96","211.47","208.50","3.32M","-0.30%"
"2012年10月1日","210.47","208.01","211.75","207.94","5.46M","1.46%"
"2012年9月28日","207.45","205.66","208.32","205.31","4.91M","0.75%"
"2012年9月27日","205.91","204.37","206.90","204.14","2.77M","0.94%"
"2012年9月26日","204.00","205.05","205.98","203.90","3.42M","-0.48%"
"2012年9月25日","204.98","205.60","207.32","204.95","3.35M","-0.15%"
"2012年9月24日","205.29","205.02","206.06","204.90","3.51M","-0.33%"
"2012年9月21日","205.98","207.36","207.94","205.92","12.77M","-0.10%"
"2012年9月20日","206.18","205.85","206.99","205.30","3.74M","-0.12%"
"2012年9月19日","206.43","207.55","207.57","206.01","2.61M","-0.31%"
"2012年9月18日","207.07","206.88","207.88","206.48","2.48M","-0.04%"
"2012年9月17日","207.15","205.55","207.99","205.55","3.28M","0.16%"
"2012年9月14日","206.81","206.24","207.65","206.05","4.06M","0.22%"
"2012年9月13日","206.36","204.38","206.81","203.46","3.88M","1.27%"
"2012年9月12日","203.77","203.52","204.65","202.96","3.28M","0.25%"
"2012年9月11日","203.27","200.55","203.46","200.51","3.91M","1.15%"
"2012年9月10日","200.95","199.39","201.82","198.73","4.21M","0.73%"
"2012年9月7日","199.50","199.12","199.50","198.08","3.41M","0.20%"
"2012年9月6日","199.10","196.26","199.46","196.11","3.93M","2.08%"
"2012年9月5日","195.04","194.41","195.85","193.89","3.31M","0.26%"
"2012年9月4日","194.54","196.61","197.17","193.25","4.51M","-0.16%"
"2012年8月31日","194.85","194.31","195.95","193.46","3.19M","0.77%"
"2012年8月30日","193.37","194.77","195.47","193.18","2.74M","-0.88%"
"2012年8月29日","195.08","195.13","196.04","194.90","2.14M","0.11%"
"2012年8月28日","194.87","195.56","196.11","194.50","2.54M","-0.42%"
"2012年8月27日","195.69","197.96","198.30","195.61","2.50M","-1.05%"
"2012年8月24日","197.77","194.96","198.11","194.20","2.64M","1.06%"
"2012年8月23日","195.70","197.04","197.37","195.44","2.76M","-0.79%"
"2012年8月22日","197.25","198.64","198.65","196.91","3.30M","-0.70%"
"2012年8月21日","198.65","200.99","201.00","198.37","3.11M","-0.92%"
"2012年8月20日","200.50","200.69","201.13","200.03","2.34M","-0.36%"
"2012年8月17日","201.22","201.08","202.00","200.66","2.55M","0.19%"
"2012年8月16日","200.84","198.77","201.32","198.12","2.73M","1.23%"
"2012年8月15日","198.40","198.90","199.33","197.92","2.11M","0.06%"
"2012年8月14日","198.29","198.88","199.33","197.72","2.56M","-0.36%"
"2012年8月13日","199.01","198.88","199.98","197.79","2.42M","-0.14%"
"2012年8月10日","199.29","197.87","199.37","197.24","2.60M","0.44%"
"2012年8月9日","198.42","198.62","199.46","197.89","2.16M","-0.31%"
"2012年8月8日","199.03","198.27","199.69","198.16","2.07M","-0.45%"
"2012年8月7日","199.93","199.43","200.88","198.80","3.21M","0.59%"
"2012年8月6日","198.76","198.76","199.94","198.52","2.34M","0.12%"
"2012年8月3日","198.52","196.48","198.95","196.16","3.28M","2.09%"
"2012年8月2日","194.45","194.16","196.60","193.02","2.81M","-0.37%"
"2012年8月1日","195.18","196.96","197.85","194.72","2.56M","-0.41%"
"2012年7月31日","195.98","196.50","197.58","195.88","3.51M","-0.36%"
"2012年7月30日","196.68","196.32","197.84","195.92","2.79M","0.15%"
"2012年7月27日","196.39","195.10","197.41","193.95","4.18M","1.26%"
"2012年7月26日","193.95","193.49","194.95","192.57","3.28M","1.50%"
"2012年7月25日","191.08","190.31","192.77","189.32","3.83M","0.39%"
"2012年7月24日","190.34","190.92","191.32","188.56","3.60M","-0.26%"
"2012年7月23日","190.83","189.78","191.30","188.20","3.91M","-0.84%"
"2012年7月20日","192.45","194.09","194.90","192.17","4.79M","-1.48%"
"2012年7月19日","195.34","193.40","196.85","192.97","10.40M","3.77%"
"2012年7月18日","188.25","184.15","188.59","183.55","8.02M","2.50%"
"2012年7月17日","183.65","185.73","186.29","183.20","5.16M","-0.62%"
"2012年7月16日","184.79","185.58","186.10","184.58","3.14M","-0.66%"
"2012年7月13日","186.01","183.46","186.33","183.03","3.93M","1.59%"
"2012年7月12日","183.09","184.25","184.39","181.85","4.93M","-1.17%"
"2012年7月11日","185.25","186.22","187.36","183.51","5.46M","-0.54%"
"2012年7月10日","186.26","190.30","191.14","185.60","4.69M","-1.80%"
"2012年7月9日","189.67","190.76","191.00","188.05","3.99M","-0.91%"
"2012年7月6日","191.41","193.92","193.94","189.74","4.95M","-1.99%"
"2012年7月5日","195.29","194.88","196.85","193.63","2.69M","-0.33%"
"2012年7月3日","195.93","195.46","196.34","194.91","1.45M","0.05%"
"2012年7月2日","195.83","196.36","197.20","194.85","2.83M","0.13%"
"2012年6月29日","195.58","194.55","195.81","192.41","5.26M","2.18%"
"2012年6月28日","191.40","191.23","192.08","188.90","3.97M","-0.83%"
"2012年6月27日","193.00","192.14","193.70","190.90","2.76M","0.55%"
"2012年6月26日","191.95","193.54","193.68","190.75","3.44M","-0.47%"
"2012年6月25日","192.86","192.48","193.39","191.68","3.21M","-0.43%"
"2012年6月22日","193.70","193.87","194.88","193.22","8.83M","0.16%"
"2012年6月21日","193.39","199.07","199.45","193.19","4.32M","-2.71%"
"2012年6月20日","198.78","198.70","199.74","197.50","3.38M","-0.08%"
"2012年6月19日","198.93","198.83","199.99","198.80","3.30M","0.32%"
"2012年6月18日","198.29","197.57","199.64","197.17","3.38M","-0.41%"
"2012年6月15日","199.10","196.08","199.27","195.40","6.39M","2.05%"
"2012年6月14日","195.10","193.00","195.83","192.74","3.58M","1.04%"
"2012年6月13日","193.10","194.36","195.19","192.34","3.25M","-0.75%"
"2012年6月12日","194.55","192.14","194.67","192.14","3.02M","1.06%"
"2012年6月11日","192.51","196.60","196.70","192.37","3.27M","-1.35%"
"2012年6月8日","195.14","193.71","195.14","192.70","2.48M","0.36%"
"2012年6月7日","194.44","195.28","195.83","193.94","3.70M","0.23%"
"2012年6月6日","193.99","190.78","194.00","190.02","3.65M","2.53%"
"2012年6月5日","189.20","187.92","189.85","187.56","3.56M","0.35%"
"2012年6月4日","188.54","188.34","189.38","187.00","4.63M","-0.29%"
"2012年6月1日","189.08","190.12","191.72","188.60","5.21M","-1.98%"
"2012年5月31日","192.90","194.10","194.93","192.00","9.29M","-0.84%"
"2012年5月30日","194.53","194.80","195.47","193.77","3.60M","-0.98%"
"2012年5月29日","196.46","195.22","198.08","195.22","3.62M","1.11%"
"2012年5月25日","194.30","195.11","196.00","194.00","2.90M","-0.91%"
"2012年5月24日","196.09","195.99","196.28","194.00","3.57M","-0.02%"
"2012年5月23日","196.12","195.53","196.49","193.20","4.07M","-0.36%"
"2012年5月22日","196.82","198.04","198.26","196.06","3.57M","-0.48%"
"2012年5月21日","197.76","195.98","197.93","194.63","3.83M","0.96%"
"2012年5月18日","195.88","198.78","198.78","195.16","5.74M","-1.02%"
